sample_name	ligation_id	organism	isolate	tissue	sex	collection_date
APCL17_494	L4957	Amphiprion clarkii	not applicable	tail fin	M	2017-06-06
APCL17_438	L4916	Amphiprion clarkii	not applicable	tail fin	J	2017-06-04
APCL17_495	L4958	Amphiprion clarkii	not applicable	tail fin	M	2017-06-06
APCL17_479	L4945	Amphiprion clarkii	not applicable	tail fin	M	2017-06-05
APCL17_423	L4902	Amphiprion clarkii	not applicable	tail fin	J	2017-06-04
APCL17_433	L4912	Amphiprion clarkii	not applicable	tail fin	J	2017-06-04
APCL17_484	L4949	Amphiprion clarkii	not applicable	tail fin	J	2017-06-05
APCL17_431	L4910	Amphiprion clarkii	not applicable	tail fin	F	2017-06-04
APCL17_435	L4913	Amphiprion clarkii	not applicable	tail fin	J	2017-06-04
APCL17_448	L4925	Amphiprion clarkii	not applicable	tail fin	J	2017-06-05
APCL17_478	L4944	Amphiprion clarkii	not applicable	tail fin	F	2017-06-05
APCL17_436	L4914	Amphiprion clarkii	not applicable	tail fin	J	2017-06-04
APCL17_472	L4940	Amphiprion clarkii	not applicable	tail fin	F	2017-06-05
APCL17_426	L4905	Amphiprion clarkii	not applicable	tail fin	M	2017-06-04
APCL17_497	L4960	Amphiprion clarkii	not applicable	tail fin	F	2017-06-06
APCL17_481	L4947	Amphiprion clarkii	not applicable	tail fin	F	2017-06-05
APCL17_445	L4922	Amphiprion clarkii	not applicable	tail fin	M	2017-06-05
APCL17_420	L4899	Amphiprion clarkii	not applicable	tail fin	F	2017-06-04
APCL17_457	L4930	Amphiprion clarkii	not applicable	tail fin	M	2017-06-05
APCL17_443	L4920	Amphiprion clarkii	not applicable	tail fin	J	2017-06-04
APCL17_419	L4898	Amphiprion clarkii	not applicable	tail fin	J	2017-06-04
APCL17_437	L4915	Amphiprion clarkii	not applicable	tail fin	J	2017-06-04
APCL17_418	L4897	Amphiprion clarkii	not applicable	tail fin	M	2017-06-04
APCL17_480	L4946	Amphiprion clarkii	not applicable	tail fin	M	2017-06-05
APCL17_416	L4896	Amphiprion clarkii	not applicable	tail fin	J	2017-06-04
APCL17_462	L4934	Amphiprion clarkii	not applicable	tail fin	F	2017-06-05
APCL17_487	L4951	Amphiprion clarkii	not applicable	tail fin	F	2017-06-05
APCL17_493	L4956	Amphiprion clarkii	not applicable	tail fin	F	2017-06-06
APCL17_470	L4939	Amphiprion clarkii	not applicable	tail fin	M	2017-06-05
APCL17_461	L4933	Amphiprion clarkii	not applicable	tail fin	M	2017-06-05
APCL17_455	L4928	Amphiprion clarkii	not applicable	tail fin	M	2017-06-05
APCL17_482	L4948	Amphiprion clarkii	not applicable	tail fin	M	2017-06-05
APCL17_427	L4906	Amphiprion clarkii	not applicable	tail fin	J	2017-06-04
APCL17_460	L4932	Amphiprion clarkii	not applicable	tail fin	F	2017-06-05
APCL17_454	L4927	Amphiprion clarkii	not applicable	tail fin	J	2017-06-05
APCL17_486	L4950	Amphiprion clarkii	not applicable	tail fin	M	2017-06-05
APCL17_459	L4931	Amphiprion clarkii	not applicable	tail fin	J	2017-06-05
APCL17_474	L4942	Amphiprion clarkii	not applicable	tail fin	J	2017-06-05
APCL17_496	L4959	Amphiprion clarkii	not applicable	tail fin	F	2017-06-06
APCL17_429	L4908	Amphiprion clarkii	not applicable	tail fin	M	2017-06-04
APCL17_456	L4929	Amphiprion clarkii	not applicable	tail fin	F	2017-06-05
APCL17_491	L4954	Amphiprion clarkii	not applicable	tail fin	M	2017-06-05
APCL17_465	L4937	Amphiprion clarkii	not applicable	tail fin	M	2017-06-05
APCL17_409	L4890	Amphiprion clarkii	not applicable	tail fin	J	2017-06-04
APCL17_408	L4889	Amphiprion clarkii	not applicable	tail fin	F	2017-06-04
APCL17_413	L4893	Amphiprion clarkii	not applicable	tail fin	F	2017-06-04
APCL17_411	L4891	Amphiprion clarkii	not applicable	tail fin	J	2017-06-04
APCL17_415	L4895	Amphiprion clarkii	not applicable	tail fin	M	2017-06-04
APCL17_412	L4892	Amphiprion clarkii	not applicable	tail fin	M	2017-06-04
APCL17_414	L4894	Amphiprion clarkii	not applicable	tail fin	F	2017-06-04
APCL16_540	L5247	Amphiprion clarkii	not applicable	tail fin	M	2016-06-04
APCL16_553	L5255	Amphiprion clarkii	not applicable	tail fin	M	2016-06-04
APCL16_520	L5228	Amphiprion clarkii	not applicable	tail fin	F	2016-06-03
APCL16_527	L5235	Amphiprion clarkii	not applicable	tail fin	J	2016-06-03
APCL16_550	L5253	Amphiprion clarkii	not applicable	tail fin	F	2016-06-04
APCL16_535	L5242	Amphiprion clarkii	not applicable	tail fin	M	2016-06-04
APCL16_528	L5236	Amphiprion clarkii	not applicable	tail fin	F	2016-06-03
APCL16_530	L5238	Amphiprion clarkii	not applicable	tail fin	J	2016-06-03
APCL16_479	L5199	Amphiprion clarkii	not applicable	tail fin	M	2016-06-04
APCL16_509	L5219	Amphiprion clarkii	not applicable	tail fin	J	2016-06-03
APCL16_501	L5212	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL16_498	L5211	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL16_537	L5244	Amphiprion clarkii	not applicable	tail fin	F	2016-06-04
APCL16_541	L5248	Amphiprion clarkii	not applicable	tail fin	J	2016-06-04
APCL16_490	L5207	Amphiprion clarkii	not applicable	tail fin	F	2016-06-03
APCL16_506	L5216	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL16_495	L5210	Amphiprion clarkii	not applicable	tail fin	J	2016-06-03
APCL16_507	L5217	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL16_539	L5246	Amphiprion clarkii	not applicable	tail fin	J	2016-06-04
APCL16_515	L5222	Amphiprion clarkii	not applicable	tail fin	F	2016-06-03
APCL12_029	L2554	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-06
APCL15_369437	L2759	Amphiprion clarkii	not applicable	tail fin	M	2015-06-04
APCL16_404	L5136	Amphiprion clarkii	not applicable	tail fin	M	2016-05-31
APCL12_085	L2209	Amphiprion clarkii	not applicable	tail fin	F	2012-05-09
APCL16_367	L5111	Amphiprion clarkii	not applicable	tail fin	M	2016-05-30
APCL15_372147	L2951	Amphiprion clarkii	not applicable	tail fin	M	2015-05-29
APCL15_403566	L3094	Amphiprion clarkii	not applicable	tail fin	J	2015-05-30
APCL16_324	L5075	Amphiprion clarkii	not applicable	tail fin	F	2016-05-29
APCL15_036	L3067	Amphiprion clarkii	not applicable	tail fin	J	2015-06-01
APCL12_052	L2203	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08
APCL16_412	L5143	Amphiprion clarkii	not applicable	tail fin	M	2016-05-31
APCL15_354408	L2841	Amphiprion clarkii	not applicable	tail fin	F	2015-06-14
APCL15_402799	L2932	Amphiprion clarkii	not applicable	tail fin	M	2015-05-30
APCL15_405523	L2899	Amphiprion clarkii	not applicable	tail fin	F	2015-05-30
APCL16_519	L5227	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL12_094	L2212	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09
APCL15_355417	L2952	Amphiprion clarkii	not applicable	tail fin	F	2015-06-14
APCL15_374610	L2991	Amphiprion clarkii	not applicable	tail fin	F	2015-06-01
APCL13_158	L1105	Amphiprion clarkii	not applicable	tail fin	M	2013-05-26
APCL12_179	L1782	Amphiprion clarkii	not applicable	tail fin	M	2012-05-10
APCL15_074	L2758	Amphiprion clarkii	not applicable	tail fin	J	2015-06-04
APCL15_007	L3031	Amphiprion clarkii	not applicable	tail fin	J	2015-05-30
APCL16_328	L5079	Amphiprion clarkii	not applicable	tail fin	M	2016-05-29
APCL15_374058	L2931	Amphiprion clarkii	not applicable	tail fin	J	2015-05-28
APCL16_373	L5116	Amphiprion clarkii	not applicable	tail fin	F	2016-05-30
APCL16_522	L5230	Amphiprion clarkii	not applicable	tail fin	J	2016-06-03
APCL16_348	L5093	Amphiprion clarkii	not applicable	tail fin	M	2016-05-29
APCL16_523	L5231	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL12_044	L2408	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08
APCL15_403994	L2943	Amphiprion clarkii	not applicable	tail fin	F	2015-05-30
APCL15_369053	L2761	Amphiprion clarkii	not applicable	tail fin	F	2015-06-04
APCL15_354741	L2807	Amphiprion clarkii	not applicable	tail fin	M	2015-06-04
APCL15_399642	L2760	Amphiprion clarkii	not applicable	tail fin	F	2015-06-01
APCL15_401616	L3004	Amphiprion clarkii	not applicable	tail fin	M	2015-05-30
APCL15_371421	L2805	Amphiprion clarkii	not applicable	tail fin	F	2015-05-29
APCL15_404829	L2796	Amphiprion clarkii	not applicable	tail fin	F	2015-05-30
APCL16_526	L5234	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL15_025	L2910	Amphiprion clarkii	not applicable	tail fin	J	2015-05-31
APCL16_371	L5114	Amphiprion clarkii	not applicable	tail fin	J	2016-05-30
APCL12_131	L2422	Amphiprion clarkii	not applicable	tail fin	M	2012-05-10
APCL15_369891	L2864	Amphiprion clarkii	not applicable	tail fin	M	2015-06-14
APCL12_031	L2555	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08
APCL15_404452	L2886	Amphiprion clarkii	not applicable	tail fin	M	2015-06-05
APCL15_405360	L3078	Amphiprion clarkii	not applicable	tail fin	M	2015-05-31
APCL15_356406	L2842	Amphiprion clarkii	not applicable	tail fin	F	2015-06-14
APCL16_503	L5214	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL15_406535	L2929	Amphiprion clarkii	not applicable	tail fin	F	2015-06-01
APCL12_092	L1761	Amphiprion clarkii	not applicable	tail fin	M	2012-05-09
APCL16_363	L5107	Amphiprion clarkii	not applicable	tail fin	F	2016-05-30
APCL15_363708	L2769	Amphiprion clarkii	not applicable	tail fin	J	2015-06-04
APCL12_068	L2472	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09
APCL15_402189	L3037	Amphiprion clarkii	not applicable	tail fin	M	2015-05-30
APCL12_142	L2476	Amphiprion clarkii	not applicable	tail fin	M	2012-05-10
APCL15_355908	L2867	Amphiprion clarkii	not applicable	tail fin	F	2015-06-14
APCL12_144	L2224	Amphiprion clarkii	not applicable	tail fin	F	2012-05-10
APCL15_403391	L2781	Amphiprion clarkii	not applicable	tail fin	F	2015-05-31
APCL15_402921	L2800	Amphiprion clarkii	not applicable	tail fin	F	2015-05-30
APCL12_173	L2483	Amphiprion clarkii	not applicable	tail fin	J	2012-05-10
APCL15_407646	L2802	Amphiprion clarkii	not applicable	tail fin	F	2015-05-31
APCL15_400461	L3043	Amphiprion clarkii	not applicable	tail fin	F	2015-05-30
APCL16_439	L5166	Amphiprion clarkii	not applicable	tail fin	F	2016-06-02
APCL12_025	L2344	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-06
APCL16_524	L5232	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL13_227	L0262	Amphiprion clarkii	not applicable	tail fin	J	2013-05-27
APCL15_406317	L2795	Amphiprion clarkii	not applicable	tail fin	M	2015-05-31
APCL15_406954	L2756	Amphiprion clarkii	not applicable	tail fin	M	2015-05-31
APCL13_169	L1114	Amphiprion clarkii	not applicable	tail fin	F	2013-05-26
APCL12_083	L2207	Amphiprion clarkii	not applicable	tail fin	M	2012-05-09
APCL16_358	L5102	Amphiprion clarkii	not applicable	tail fin	F	2016-05-30
APCL15_355444	L3006	Amphiprion clarkii	not applicable	tail fin	F	2015-06-04
APCL15_404741	L2919	Amphiprion clarkii	not applicable	tail fin	M	2015-05-30
APCL15_371132	L2810	Amphiprion clarkii	not applicable	tail fin	M	2015-06-04
APCL16_325	L5076	Amphiprion clarkii	not applicable	tail fin	M	2016-05-29
APCL15_070	L3041	Amphiprion clarkii	not applicable	tail fin	J	2015-06-04
APCL16_429	L5156	Amphiprion clarkii	not applicable	tail fin	M	2016-05-31
APCL15_149	L3023	Amphiprion clarkii	not applicable	tail fin	J	2015-06-14
APCL15_016	L2916	Amphiprion clarkii	not applicable	tail fin	J	2015-05-30
APCL15_403881	L2924	Amphiprion clarkii	not applicable	tail fin	J	2015-05-31
APCL16_354	L5098	Amphiprion clarkii	not applicable	tail fin	J	2016-05-30
APCL15_404313	L2786	Amphiprion clarkii	not applicable	tail fin	F	2015-05-31
APCL16_491	L5208	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL15_374248	L3098	Amphiprion clarkii	not applicable	tail fin	M	2015-05-29
APCL12_127	L2370	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-10
APCL16_351	L5095	Amphiprion clarkii	not applicable	tail fin	J	2016-05-30
APCL15_402768	L2804	Amphiprion clarkii	not applicable	tail fin	M	2015-05-30
APCL16_486	L5204	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL12_129	L2371	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-10
APCL13_307	L0338	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL12_130	L2272	Amphiprion clarkii	not applicable	tail fin	F	2012-05-10
APCL12_189	L2571	Amphiprion clarkii	not applicable	tail fin	J	2012-05-11
APCL12_027	L2404	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-06
APCL16_469	L5191	Amphiprion clarkii	not applicable	tail fin	F	2016-06-02
APCL13_147	L0434	Amphiprion clarkii	not applicable	tail fin	M	2013-05-26
APCL15_407401	L2812	Amphiprion clarkii	not applicable	tail fin	M	2015-05-31
APCL12_035	L2405	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08
APCL13_182	L0441	Amphiprion clarkii	not applicable	tail fin	M	2013-05-26
APCL12_152	L2274	Amphiprion clarkii	not applicable	tail fin	J	2012-05-10
APCL16_389	L5123	Amphiprion clarkii	not applicable	tail fin	M	2016-05-31
APCL12_071	L2205	Amphiprion clarkii	not applicable	tail fin	F	2012-05-09
APCL12_206	L2284	Amphiprion clarkii	not applicable	tail fin	J	2012-05-11
APCL16_296	L5058	Amphiprion clarkii	not applicable	tail fin	M	2016-05-27
APCL12_151	L2377	Amphiprion clarkii	not applicable	tail fin	J	2012-05-10
APCL15_400235	L2917	Amphiprion clarkii	not applicable	tail fin	M	2015-05-30
APCL15_065	L3030	Amphiprion clarkii	not applicable	tail fin	J	2015-06-04
APCL15_371833	L3071	Amphiprion clarkii	not applicable	tail fin	J	2015-06-14
APCL16_355	L5099	Amphiprion clarkii	not applicable	tail fin	M	2016-05-30
APCL15_072	L3101	Amphiprion clarkii	not applicable	tail fin	J	2015-06-04
APCL12_111	L1771	Amphiprion clarkii	not applicable	tail fin	M	2012-05-09
APCL15_404371	L2905	Amphiprion clarkii	not applicable	tail fin	F	2015-05-31
APCL15_376036	L3107	Amphiprion clarkii	not applicable	tail fin	F	2015-06-01
APCL15_374415	L3059	Amphiprion clarkii	not applicable	tail fin	M	2015-05-29
APCL12_122	L2220	Amphiprion clarkii	not applicable	tail fin	J	2012-05-09
APCL15_403879	L2785	Amphiprion clarkii	not applicable	tail fin	J	2015-05-30
APCL15_373778	L2830	Amphiprion clarkii	not applicable	tail fin	M	2015-05-29
APCL16_551	L5254	Amphiprion clarkii	not applicable	tail fin	F	2016-06-04
APCL15_017	L2803	Amphiprion clarkii	not applicable	tail fin	J	2015-05-30
APCL12_106	L2215	Amphiprion clarkii	not applicable	tail fin	M	2012-05-09
APCL12_110	L1770	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09
APCL15_363819	L2928	Amphiprion clarkii	not applicable	tail fin	J	2015-06-04
APCL15_407477	L2821	Amphiprion clarkii	not applicable	tail fin	M	2015-05-30
APCL16_424	L5152	Amphiprion clarkii	not applicable	tail fin	M	2016-05-31
APCL15_022	L2906	Amphiprion clarkii	not applicable	tail fin	J	2015-05-31
APCL15_400408	L3061	Amphiprion clarkii	not applicable	tail fin	M	2015-06-01
APCL12_062	L2415	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09
APCL15_371477	L2815	Amphiprion clarkii	not applicable	tail fin	F	2015-05-28
APCL15_404287	L2763	Amphiprion clarkii	not applicable	tail fin	F	2015-05-31
APCL15_403102	L3047	Amphiprion clarkii	not applicable	tail fin	J	2015-05-31
APCL12_184	L2570	Amphiprion clarkii	not applicable	tail fin	M	2012-05-11
APCL13_163	L0438	Amphiprion clarkii	not applicable	tail fin	M	2013-05-26
APCL12_167	L2226	Amphiprion clarkii	not applicable	tail fin	J	2012-05-10
APCL13_180	L0440	Amphiprion clarkii	not applicable	tail fin	M	2013-05-26
APCL15_363747	L2845	Amphiprion clarkii	not applicable	tail fin	J	2015-06-14
APCL12_162	L2480	Amphiprion clarkii	not applicable	tail fin	J	2012-05-10
APCL15_403393	L2799	Amphiprion clarkii	not applicable	tail fin	J	2015-05-31
APCL15_404951	L2825	Amphiprion clarkii	not applicable	tail fin	M	2015-05-30
APCL16_301	L5062	Amphiprion clarkii	not applicable	tail fin	F	2016-05-28
APCL15_354885	L2863	Amphiprion clarkii	not applicable	tail fin	J	2015-06-14
APCL12_074	L2206	Amphiprion clarkii	not applicable	tail fin	F	2012-05-09
APCL12_090	L2210	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09
APCL15_401342	L3045	Amphiprion clarkii	not applicable	tail fin	F	2015-06-01
APCL12_091	L2211	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09
APCL12_043	L2407	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08
APCL15_370326	L3096	Amphiprion clarkii	not applicable	tail fin	J	2015-06-05
APCL16_352	L5096	Amphiprion clarkii	not applicable	tail fin	M	2016-05-30
APCL12_148	L2425	Amphiprion clarkii	not applicable	tail fin	M	2012-05-10
APCL16_318	L5074	Amphiprion clarkii	not applicable	tail fin	J	2016-05-29
APCL15_375747	L2933	Amphiprion clarkii	not applicable	tail fin	M	2015-05-28
APCL15_404060	L2788	Amphiprion clarkii	not applicable	tail fin	M	2015-05-30
APCL15_370033	L3085	Amphiprion clarkii	not applicable	tail fin	F	2015-06-04
APCL12_109	L1769	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09
APCL16_517	L5225	Amphiprion clarkii	not applicable	tail fin	F	2016-06-03
APCL15_404670	L2856	Amphiprion clarkii	not applicable	tail fin	M	2015-06-14
APCL15_354641	L2766	Amphiprion clarkii	not applicable	tail fin	J	2015-06-04
APCL12_117	L2217	Amphiprion clarkii	not applicable	tail fin	M	2012-05-09
APCL15_039	L3109	Amphiprion clarkii	not applicable	tail fin	J	2015-06-01
APCL15_376294	L2946	Amphiprion clarkii	not applicable	tail fin	M	2015-05-29
APCL12_172	L2482	Amphiprion clarkii	not applicable	tail fin	M	2012-05-10
