sample_name	ligation_id	organism	isolate	tissue	sex	collection_date	dev_stage
APCL16_531_L5239	L5239	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_532_L5240	L5240	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-03	juvenile
APCL16_534_L5241	L5241	Amphiprion clarkii	not applicable	tail fin	male	2016-06-04	adult
APCL16_535_L5242	L5242	Amphiprion clarkii	not applicable	tail fin	male	2016-06-04	adult
APCL16_537_L5244	L5244	Amphiprion clarkii	not applicable	tail fin	female	2016-06-04	adult
APCL16_538_L5245	L5245	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-04	juvenile
APCL16_539_L5246	L5246	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-04	juvenile
APCL16_540_L5247	L5247	Amphiprion clarkii	not applicable	tail fin	male	2016-06-04	adult
APCL16_541_L5248	L5248	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-04	juvenile
APCL16_542_L5249	L5249	Amphiprion clarkii	not applicable	tail fin	male	2016-06-04	adult
APCL16_544_L5250	L5250	Amphiprion clarkii	not applicable	tail fin	male	2016-06-04	adult
APCL16_549_L5252	L5252	Amphiprion clarkii	not applicable	tail fin	male	2016-06-04	adult
APCL16_550_L5253	L5253	Amphiprion clarkii	not applicable	tail fin	female	2016-06-04	adult
APCL16_551_L5254	L5254	Amphiprion clarkii	not applicable	tail fin	female	2016-06-04	adult
APCL16_553_L5255	L5255	Amphiprion clarkii	not applicable	tail fin	male	2016-06-04	adult
APCL16_557_L5256	L5256	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-04	juvenile
APCL16_558_L5257	L5257	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-04	juvenile
APCL16_559_L5258	L5258	Amphiprion clarkii	not applicable	tail fin	male	2016-06-04	adult
APCL16_565_L5259	L5259	Amphiprion clarkii	not applicable	tail fin	female	2016-06-05	adult
APCL16_566_L5260	L5260	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_567_L5261	L5261	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_568_L5262	L5262	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_569_L5263	L5263	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_571_L5264	L5264	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_572_L5265	L5265	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_574_L5267	L5267	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_575_L5268	L5268	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_576_L5269	L5269	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_577_L5270	L5270	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_578_L5271	L5271	Amphiprion clarkii	not applicable	tail fin	female	2016-06-05	adult
APCL12_123_L5272	L5272	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL16_580_L5273	L5273	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_581_L5274	L5274	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_582_L5275	L5275	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_583_L5276	L5276	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_584_L5277	L5277	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_585_L5278	L5278	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_586_L5279	L5279	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_588_L5281	L5281	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_589_L5282	L5282	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_591_L5283	L5283	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_592_L5284	L5284	Amphiprion clarkii	not applicable	tail fin	female	2016-06-05	adult
APCL16_593_L5285	L5285	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_594_L5286	L5286	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_595_L5287	L5287	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_596_L5288	L5288	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_597_L5289	L5289	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_598_L5290	L5290	Amphiprion clarkii	not applicable	tail fin	female	2016-06-05	adult
APCL16_599_L5291	L5291	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_600_L5292	L5292	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_601_L5293	L5293	Amphiprion clarkii	not applicable	tail fin	female	2016-06-05	adult
APCL16_602_L5294	L5294	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_603_L5295	L5295	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_604_L5296	L5296	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_605_L5297	L5297	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-05	juvenile
APCL16_606_L5298	L5298	Amphiprion clarkii	not applicable	tail fin	male	2016-06-05	adult
APCL16_607_L5299	L5299	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_608_L5300	L5300	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_609_L5301	L5301	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_610_L5302	L5302	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_611_L5303	L5303	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_612_L5304	L5304	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_613_L5305	L5305	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_614_L5306	L5306	Amphiprion clarkii	not applicable	tail fin	female	2016-06-06	adult
APCL16_615_L5307	L5307	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_616_L5308	L5308	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_617_L5309	L5309	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_618_L5310	L5310	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_619_L5311	L5311	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_620_L5312	L5312	Amphiprion clarkii	not applicable	tail fin	female	2016-06-06	adult
APCL16_621_L5313	L5313	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_622_L5314	L5314	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_623_L5315	L5315	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_624_L5316	L5316	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_625_L5317	L5317	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_628_L5318	L5318	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_629_L5319	L5319	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_630_L5321	L5321	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_631_L5322	L5322	Amphiprion clarkii	not applicable	tail fin	female	2016-06-06	adult
APCL16_632_L5323	L5323	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_633_L5324	L5324	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_635_L5325	L5325	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_636_L5326	L5326	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_639_L5327	L5327	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_640_L5328	L5328	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_641_L5329	L5329	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_642_L5330	L5330	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_644_L5331	L5331	Amphiprion clarkii	not applicable	tail fin	female	2016-06-06	adult
APCL16_645_L5332	L5332	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_646_L5333	L5333	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_647_L5334	L5334	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_648_L5335	L5335	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_649_L5336	L5336	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_650_L5337	L5337	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_651_L5338	L5338	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_652_L5339	L5339	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_654_L5340	L5340	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_655_L5341	L5341	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_658_L5343	L5343	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_659_L5344	L5344	Amphiprion clarkii	not applicable	tail fin	female	2016-06-06	adult
APCL16_661_L5346	L5346	Amphiprion clarkii	not applicable	tail fin	female	2016-06-06	adult
APCL16_662_L5347	L5347	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_663_L5348	L5348	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_664_L5349	L5349	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_665_L5350	L5350	Amphiprion clarkii	not applicable	tail fin	female	2016-06-06	adult
APCL16_667_L5352	L5352	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_668_L5353	L5353	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_669_L5354	L5354	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_670_L5355	L5355	Amphiprion clarkii	not applicable	tail fin	female	2016-06-06	adult
APCL16_671_L5356	L5356	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_672_L5357	L5357	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_673_L5358	L5358	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_674_L5359	L5359	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_675_L5360	L5360	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_676_L5361	L5361	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_677_L5362	L5362	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_678_L5363	L5363	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_679_L5364	L5364	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_680_L5365	L5365	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_681_L5366	L5366	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL16_682_L5367	L5367	Amphiprion clarkii	not applicable	tail fin	male	2016-06-06	adult
APCL15_355715_L5368	L5368	Amphiprion clarkii	not applicable	tail fin	female	2015-06-07	adult
APCL16_683_L5369	L5369	Amphiprion clarkii	not applicable	tail fin	female	2016-06-06	adult
APCL16_684_L5370	L5370	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-06	juvenile
APCL16_045_L5371	L5371	Amphiprion clarkii	not applicable	tail fin	male	2016-05-13	adult
APCL16_686_L5372	L5372	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_092_L5373	L5373	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-14	juvenile
APCL16_689_L5374	L5374	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_690_L5375	L5375	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_691_L5376	L5376	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_692_L5377	L5377	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_693_L5378	L5378	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_695_L5380	L5380	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_696_L5381	L5381	Amphiprion clarkii	not applicable	tail fin	female	2016-06-07	adult
APCL16_697_L5382	L5382	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_702_L5385	L5385	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_705_L5386	L5386	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_706_L5387	L5387	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_707_L5388	L5388	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_710_L5389	L5389	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_711_L5390	L5390	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_712_L5391	L5391	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_713_L5392	L5392	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_714_L5393	L5393	Amphiprion clarkii	not applicable	tail fin	female	2016-06-07	adult
APCL16_715_L5394	L5394	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_716_L5395	L5395	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_717_L5396	L5396	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_718_L5397	L5397	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_720_L5398	L5398	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_721_L5399	L5399	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_722_L5400	L5400	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_723_L5401	L5401	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_726_L5404	L5404	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_727_L5405	L5405	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_728_L5406	L5406	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_729_L5407	L5407	Amphiprion clarkii	not applicable	tail fin	female	2016-06-07	adult
APCL16_730_L5408	L5408	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_731_L5409	L5409	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_732_L5410	L5410	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_733_L5411	L5411	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_736_L5414	L5414	Amphiprion clarkii	not applicable	tail fin	female	2016-06-07	adult
APCL16_737_L5415	L5415	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL15_354525_L5416	L5416	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-13	juvenile
APCL16_739_L5417	L5417	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_740_L5418	L5418	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_741_L5419	L5419	Amphiprion clarkii	not applicable	tail fin	male	2016-06-07	adult
APCL16_742_L5420	L5420	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_743_L5421	L5421	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_745_L5423	L5423	Amphiprion clarkii	not applicable	tail fin	female	2016-06-07	adult
APCL16_746_L5424	L5424	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-07	juvenile
APCL16_747_L5425	L5425	Amphiprion clarkii	not applicable	tail fin	male	2016-06-09	adult
APCL16_749_L5427	L5427	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-09	juvenile
APCL16_750_L5428	L5428	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-09	juvenile
APCL16_751_L5429	L5429	Amphiprion clarkii	not applicable	tail fin	female	2016-06-09	adult
APCL16_752_L5430	L5430	Amphiprion clarkii	not applicable	tail fin	male	2016-06-09	adult
APCL16_753_L5431	L5431	Amphiprion clarkii	not applicable	tail fin	female	2016-06-09	adult
APCL16_754_L5432	L5432	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-09	juvenile
APCL16_755_L5433	L5433	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-09	juvenile
APCL16_756_L5434	L5434	Amphiprion clarkii	not applicable	tail fin	male	2016-06-09	adult
APCL16_757_L5435	L5435	Amphiprion clarkii	not applicable	tail fin	female	2016-06-09	adult
APCL16_758_L5436	L5436	Amphiprion clarkii	not applicable	tail fin	female	2016-06-09	adult
APCL16_759_L5437	L5437	Amphiprion clarkii	not applicable	tail fin	male	2016-06-09	adult
APCL16_760_L5438	L5438	Amphiprion clarkii	not applicable	tail fin	female	2016-06-09	adult
APCL16_762_L5440	L5440	Amphiprion clarkii	not applicable	tail fin	male	2016-06-09	adult
APCL16_763_L5441	L5441	Amphiprion clarkii	not applicable	tail fin	female	2016-06-09	adult
APCL16_764_L5442	L5442	Amphiprion clarkii	not applicable	tail fin	male	2016-06-09	adult
APCL16_765_L5443	L5443	Amphiprion clarkii	not applicable	tail fin	female	2016-06-09	adult
APCL16_766_L5444	L5444	Amphiprion clarkii	not applicable	tail fin	male	2016-06-09	adult
APCL16_767_L5445	L5445	Amphiprion clarkii	not applicable	tail fin	female	2016-06-09	adult
APCL16_768_L5446	L5446	Amphiprion clarkii	not applicable	tail fin	male	2016-06-09	adult
APCL16_769_L5447	L5447	Amphiprion clarkii	not applicable	tail fin	male	2016-06-09	adult
APCL16_770_L5448	L5448	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-14	juvenile
APCL16_772_L5449	L5449	Amphiprion clarkii	not applicable	tail fin	female	2016-06-14	adult
APCL16_773_L5450	L5450	Amphiprion clarkii	not applicable	tail fin	male	2016-06-14	adult
APCL16_774_L5451	L5451	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-14	juvenile
APCL16_776_L5452	L5452	Amphiprion clarkii	not applicable	tail fin	male	2016-06-14	adult
APCL16_777_L5453	L5453	Amphiprion clarkii	not applicable	tail fin	male	2016-06-14	adult
APCL16_778_L5454	L5454	Amphiprion clarkii	not applicable	tail fin	male	2016-06-14	adult
APCL16_779_L5455	L5455	Amphiprion clarkii	not applicable	tail fin	female	2016-06-14	adult
APCL16_780_L5456	L5456	Amphiprion clarkii	not applicable	tail fin	male	2016-06-14	adult
APCL16_781_L5457	L5457	Amphiprion clarkii	not applicable	tail fin	male	2016-06-14	adult
APCL16_783_L5459	L5459	Amphiprion clarkii	not applicable	tail fin	female	2016-06-14	adult
APCL16_786_L5462	L5462	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-14	juvenile
APCL16_787_L5463	L5463	Amphiprion clarkii	not applicable	tail fin	female	2016-06-14	adult
APCL17_314_L5464	L5464	Amphiprion clarkii	not applicable	tail fin	male	2017-05-30	adult
APCL17_316_L5465	L5465	Amphiprion clarkii	not applicable	tail fin	female	2017-05-30	adult
APCL17_317_L5466	L5466	Amphiprion clarkii	not applicable	tail fin	male	2017-05-30	adult
APCL17_318_L5467	L5467	Amphiprion clarkii	not applicable	tail fin	female	2017-05-30	adult
APCL17_322_L5468	L5468	Amphiprion clarkii	not applicable	tail fin	female	2017-05-30	adult
APCL17_324_L5469	L5469	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_326_L5470	L5470	Amphiprion clarkii	not applicable	tail fin	female	2017-05-30	adult
APCL17_327_L5471	L5471	Amphiprion clarkii	not applicable	tail fin	female	2017-05-30	adult
APCL17_329_L5472	L5472	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_330_L5473	L5473	Amphiprion clarkii	not applicable	tail fin	male	2017-05-30	adult
APCL17_331_L5474	L5474	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_332_L5475	L5475	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_335_L5476	L5476	Amphiprion clarkii	not applicable	tail fin	male	2017-05-30	adult
APCL17_336_L5477	L5477	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_337_L5478	L5478	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_339_L5479	L5479	Amphiprion clarkii	not applicable	tail fin	male	2017-05-30	adult
APCL17_341_L5480	L5480	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_343_L5481	L5481	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_345_L5482	L5482	Amphiprion clarkii	not applicable	tail fin	female	2017-05-30	adult
APCL17_346_L5483	L5483	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_349_L5484	L5484	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_351_L5485	L5485	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_352_L5486	L5486	Amphiprion clarkii	not applicable	tail fin	female	2017-05-30	adult
APCL17_355_L5487	L5487	Amphiprion clarkii	not applicable	tail fin	male	2017-06-02	adult
APCL17_361_L5488	L5488	Amphiprion clarkii	not applicable	tail fin	female	2017-06-02	adult
APCL17_362_L5489	L5489	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-02	juvenile
APCL17_366_L5490	L5490	Amphiprion clarkii	not applicable	tail fin	male	2017-06-02	adult
APCL17_368_L5491	L5491	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-02	juvenile
APCL17_369_L5492	L5492	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-02	juvenile
APCL17_371_L5493	L5493	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-02	juvenile
APCL17_375_L5494	L5494	Amphiprion clarkii	not applicable	tail fin	female	2017-06-02	adult
APCL17_376_L5495	L5495	Amphiprion clarkii	not applicable	tail fin	female	2017-06-02	adult
APCL17_378_L5496	L5496	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-02	juvenile
APCL17_379_L5497	L5497	Amphiprion clarkii	not applicable	tail fin	male	2017-06-02	adult
APCL17_383_L5498	L5498	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-02	juvenile
APCL17_384_L5499	L5499	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-02	juvenile
APCL17_386_L5500	L5500	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-03	juvenile
APCL17_392_L5501	L5501	Amphiprion clarkii	not applicable	tail fin	female	2017-06-03	adult
APCL17_395_L5502	L5502	Amphiprion clarkii	not applicable	tail fin	male	2017-06-03	adult
APCL17_401_L5503	L5503	Amphiprion clarkii	not applicable	tail fin	female	2017-06-04	adult
APCL17_402_L5504	L5504	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL14_547_L5521	L5521	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-07-02	juvenile
APCL17_509_L5536	L5536	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-06	juvenile
APCL17_510_L5537	L5537	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-06	juvenile
APCL17_511_L5538	L5538	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-06	juvenile
APCL17_512_L5539	L5539	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-06	juvenile
APCL17_518_L5542	L5542	Amphiprion clarkii	not applicable	tail fin	female	2017-06-06	adult
APCL17_519_L5543	L5543	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-06	juvenile
APCL17_523_L5546	L5546	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-06	juvenile
APCL17_524_L5547	L5547	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-08	juvenile
APCL17_526_L5548	L5548	Amphiprion clarkii	not applicable	tail fin	male	2017-06-08	adult
APCL17_527_L5549	L5549	Amphiprion clarkii	not applicable	tail fin	male	2017-06-08	adult
APCL17_533_L5550	L5550	Amphiprion clarkii	not applicable	tail fin	male	2017-06-09	adult
APCL17_534_L5551	L5551	Amphiprion clarkii	not applicable	tail fin	male	2017-06-09	adult
APCL17_535_L5552	L5552	Amphiprion clarkii	not applicable	tail fin	female	2017-06-09	adult
APCL17_536_L5553	L5553	Amphiprion clarkii	not applicable	tail fin	female	2017-06-09	adult
APCL17_537_L5554	L5554	Amphiprion clarkii	not applicable	tail fin	female	2017-06-09	adult
APCL17_540_L5555	L5555	Amphiprion clarkii	not applicable	tail fin	male	2017-06-09	adult
APCL17_541_L5556	L5556	Amphiprion clarkii	not applicable	tail fin	male	2017-06-09	adult
APCL17_542_L5557	L5557	Amphiprion clarkii	not applicable	tail fin	female	2017-06-09	adult
APCL17_545_L5558	L5558	Amphiprion clarkii	not applicable	tail fin	female	2017-06-09	adult
APCL17_334_L5560	L5560	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_342_L5561	L5561	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_350_L5562	L5562	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-30	juvenile
APCL17_353_L5563	L5563	Amphiprion clarkii	not applicable	tail fin	male	2017-05-30	adult
APCL17_354_L5564	L5564	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-02	juvenile
APCL17_360_L5565	L5565	Amphiprion clarkii	not applicable	tail fin	male	2017-06-02	adult
APCL17_387_L5566	L5566	Amphiprion clarkii	not applicable	tail fin	female	2017-06-03	adult
APCL17_393_L5567	L5567	Amphiprion clarkii	not applicable	tail fin	male	2017-06-03	adult
APCL17_396_L5568	L5568	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-03	juvenile
APCL17_398_L5569	L5569	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL16_485_L5574	L5574	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL17_525_L5575	L5575	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-08	juvenile
