Sample_Name	Ligation_ID	BioProject accession	Organism	tissue	geographic location	sex	isolate	Lat	Lon	Anem_ID	Collection_Date	Size	Size_type	Tail_color	dev_stage	Collector	Notes
APCL14_355_L2535	L2535	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.868988	124.716446	582	2014-06-23	5.1	FL	WR	NA	MRS	2015-09-01: failed extraction
APCL14_472_L2540	L2540	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	8.4	FL	YP	adult	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)
APCL14_474_L2541	L2541	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	7	FL	YP	adult	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)
APCL14_475_L2542	L2542	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	5.1	FL	YR	NA	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)
APCL14_478_L2543	L2543	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	8.2	FL	YP	adult	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)
APCL14_479_L2544	L2544	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	4.4	FL	YR	NA	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)
APCL14_480_L2545	L2545	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855512	124.726187	692	2014-06-26	10.7	FL	YP	adult	MRS	
APCL14_481_L2546	L2546	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855512	124.726187	692	2014-06-26	9.8	FL	O	adult	MRS	
APCL14_482_L2547	L2547	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855512	124.726187	692	2014-06-26	4.7	FL	Y	NA	MRS	
APCL14_485_L2548	L2548	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855413	124.726207	693	2014-06-26	6.8	FL	YR	NA	MRS	>12X 3.5 CM OR SMALLER
APCL14_486_L2549	L2549	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855413	124.726207	693	2014-06-26	7.5	FL	YR	adult	MRS	>12X 3.5 CM OR SMALLER
APCL14_487_L2550	L2550	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855413	124.726207	693	2014-06-26	4.4	FL	YR	NA	MRS	>12X 3.5 CM OR SMALLER
APCL14_488_L2551	L2551	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855413	124.726207	693	2014-06-26	4.5	FL	YR	NA	MRS	>12X 3.5 CM OR SMALLER
APCL14_464_L2560	L2560	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.861073	124.721724	688	2014-06-26	6.4	FL	O	adult	MRS	
APCL14_467_L2561	L2561	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.856038	124.726383	198	2014-06-26	6.1	FL	YP	adult	MRS	
APCL12_183_L2569	L2569	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.7565465	124.7858415	NA	2012-05-11	7.8	FL	Y	adult	MLP	
APCL12_184_L2570	L2570	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.7565465	124.7858415	NA	2012-05-11	7.7	FL	O	adult	MLP	
APCL12_189_L2571	L2571	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755149	124.78508	NA	2012-05-11	4.4	FL	Y	NA	MLP	
APCL12_191_L2572	L2572	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755149	124.78508	NA	2012-05-11	9.5	FL	Y	adult	MLP	
APCL15_372039_L2716	L2716	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76888211	124.7836553	711	2015-06-07	8.5	FL	OR	adult	MRS	
APCL15_355704_L2764	L2764	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.86088909	124.7218663	NA	2015-06-04	8.6	FL	O	adult	MRS	
APCL15_372744_L2818	L2818	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87388012	124.7107408	2014	2015-05-29	9.6	FL	YP	adult	MRS	
APCL15_373627_L2819	L2819	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87391775	124.7107896	2013	2015-05-29	6.8	FL		NA	MRS	
APCL15_373943_L2850	L2850	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87428966	124.7108863	730	2015-05-29	9.2	FL	O	adult	MRS	
APCL15_355180_L2882	L2882	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.8092248	124.7652916	698	2015-06-07	9.9	FL	YP	adult	MRS	
APCL15_401656_L2900	L2900	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.8731032	124.7116568	2017	2015-05-30	8.6	FL	O	adult	MRS	UPON CLOSER INSPECTION, THIS ANEMONE MIGHT NOT bE HEAR, NOT SO MUCH bEADED AS STRIPED HORIZONTALLY 
APCL15_405940_L2904	L2904	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87284889	124.7122528	876	2015-05-30	10.2	FL	OP	adult	MRS	
APCL15_371404_L2935	L2935	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.7436789	124.7867479	1235	2015-05-28	10.1	FL	O	adult	MRS	371025 kept falling out of the hole, popped out the mouth or gills when injected, no tag in this fish
